timestamp,total_pkt_cnt,tcp_cnt,udp_cnt,icmp_cnt,syn_cnt,ack_cnt,unique_dst_port_cnt,unique_src_ip_cnt,dns_query_cnt,gratuitous_arp_cnt,failed_login_cnt,mac_change_cnt,label
15:29:20,9,0,0,0,0,0,0,0,0,0,0,0,5
15:34:30,2,0,0,0,0,0,0,0,0,0,0,0,5
15:35:30,2,0,0,0,0,0,0,0,0,0,0,0,5
15:35:50,6,0,0,0,0,0,0,0,0,0,0,0,5
15:37:25,24,0,0,0,0,0,0,0,0,0,0,0,5
15:37:30,279,0,0,0,0,0,0,0,0,0,0,0,5
15:37:55,76,0,0,0,0,0,0,0,0,0,0,0,5
15:38:00,96,0,0,0,0,0,0,0,0,0,0,0,5
15:38:05,104,0,0,0,0,0,0,0,0,0,0,0,5
15:38:10,28,0,0,0,0,0,0,0,0,0,0,0,5
15:38:20,94,0,0,0,0,0,0,0,0,0,0,0,5
15:38:25,58,0,0,0,0,0,0,0,0,0,0,0,5
16:00:15,1,0,0,0,0,0,0,0,0,0,0,0,5
19:40:15,5,0,0,0,0,0,0,0,0,0,0,0,5
19:46:50,9,0,0,0,0,0,0,0,0,0,0,0,5
19:49:10,2,0,0,0,0,0,0,0,0,0,0,0,5
19:49:35,6,0,0,0,0,0,0,0,0,0,0,0,5
19:49:50,2,0,0,0,0,0,0,0,0,0,0,0,5
19:50:50,4,0,0,0,0,0,0,0,0,0,0,0,5
19:50:55,4,0,0,0,0,0,0,0,0,0,0,0,5
19:51:00,56,0,0,0,0,0,0,0,0,0,0,0,5
19:51:05,109,0,0,0,0,0,0,0,0,0,0,0,5
19:51:10,58,0,0,0,0,0,0,0,0,0,0,0,5
19:51:15,71,0,0,0,0,0,0,0,0,0,0,0,5
19:51:20,63,0,0,0,0,0,0,0,0,0,0,0,5
19:51:25,23,0,0,0,0,0,0,0,0,0,0,0,5
19:51:30,125,0,0,0,0,0,0,0,0,0,0,0,5
19:51:35,168,0,0,0,0,0,0,0,0,0,0,0,5
19:51:40,124,0,0,0,0,0,0,0,0,0,0,0,5
19:51:45,37,0,0,0,0,0,0,0,0,0,0,0,5
19:51:55,30,0,0,0,0,0,0,0,0,0,0,0,5
19:52:00,30,0,0,0,0,0,0,0,0,0,0,0,5
19:52:25,19,0,0,0,0,0,0,0,0,0,0,0,5
19:52:30,112,0,0,0,0,0,0,0,0,0,0,0,5
19:52:35,145,0,0,0,0,0,0,0,0,0,0,0,5
19:52:40,147,0,0,0,0,0,0,0,0,0,0,0,5
19:52:45,136,0,0,0,0,0,0,0,0,0,0,0,5
19:52:50,36,0,0,0,0,0,0,0,0,0,0,0,5
19:52:55,82,0,0,0,0,0,0,0,0,0,0,0,5
19:53:00,176,0,0,0,0,0,0,0,0,0,0,0,5
19:53:05,174,0,0,0,0,0,0,0,0,0,0,0,5
19:53:10,99,0,0,0,0,0,0,0,0,0,0,0,5
19:53:15,103,0,0,0,0,0,0,0,0,0,0,0,5
19:53:20,143,0,0,0,0,0,0,0,0,0,0,0,5
19:53:25,152,0,0,0,0,0,0,0,0,0,0,0,5
19:53:30,126,0,0,0,0,0,0,0,0,0,0,0,5
